Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
2744 PARK AVE,Kansas City,3rd,Jackson,,N,"2744 Park Ave, Kansas City, MO 64109, USA",KCMHA,"2744 PARK AVE
Kansas City, MO 64128
(39.075445, -94.556028)",10750.0,2019.0,Key Coalition,,,JA29710041800000000,64109,Assemblage,Residential Vacant,Vacant lot or land - usable,Reserved,KANSAS CITY MISSOURI 110,12/18/2017,5102.869826,MO,,R-1.5,290950166002,39.0756207,-94.5563365,56,Key Coalition,Central,1
2515 Brooklyn Ave,Kansas City,3rd,Jackson,,N,"2515 Brooklyn Ave, Kansas City, MO 64127, USA",Land Bank,"2515 Brooklyn Ave
Kansas City, MO 64127
(39.080302, -94.556964)",1710.0,2012.0,Wendell Phillips,,,JA29640240700000000,64127,Assemblage,Commercial Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,10/08/2015,4720.567222,MO,,B1-1,290950166001,39.080307,-94.5566149,27,Wendell Phillips,Central,1
414 Tullis Ave,Kansas City,4th,Jackson,,N,"414 Tullis Ave, Kansas City, MO 64125, USA",Land Bank,"414 Tullis Ave
Kansas City, MO 64125
(39.108667, -94.487749)",6850.0,2019.0,North Blue Ridge,,,JA14930103100000000,64125,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,11032.012292,MO,,R-2.5,290950155002,39.108678,-94.488064,22,North Blue Ridge,East,3
1900 Cambridge,Kansas City,3rd,Jackson,01/31/2014,N,"1900 Cambridge Ave, Kansas City, MO 64126, USA",Land Bank,"1900 Cambridge
Kansas City, MO 64126
(39.085712, -94.5026)",5100.0,2019.0,Central Blue Valley And Park Tower Gardens,,,JA28610160100000000,64126,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,67848.981597,MO,,R-2.5,290950021002,39.0857293,-94.50290129999999,32,Central Blue Valley And Park Tower Gardens,East,3
7415 Mersington Ave,Kansas City,5th,Jackson,,N,"7415 Mersington Ave, Kansas City, MO 64130, USA",Land Bank,"7415 Mersington Ave
Kansas City, MO 64132
(38.991387, -94.542951)",16850.0,2019.0,Noble and Gregory Ridge,,,JA46440183200000000,64130,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,18782.322257,MO,,R-5,290950060001,39.0522988,-94.538771,48,Vineyard Northwest,East,3
804 Woodland Ave,Kansas City,3rd,Jackson,,N,"804 Woodland Ave, Kansas City, MO 64106, USA",Land Bank,"804 Woodland Ave
Kansas City, MO 64106
(39.103506, -94.560426)",27668.0,2012.0,Parkview,,,JA29120160100000000,64106,Public Purpose,Commercial Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,01/04/2018,12762.612431,MO,,B4-2,290950154003,39.1037182,-94.5604098,23,Parkview,Central,1
714 Cleveland Ave,Kansas City,3rd,Jackson,,N,"714 Cleveland Ave., Kansas City, MO 64124, USA",Land Bank,"714 Cleveland Ave
Kansas City, MO 64124
(39.103496, -94.537341)",4150.0,2019.0,Lykins,,,JA28310142700000000,64124,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3687.90222222,MO,,R-2.5,290950018001,39.1034655,-94.53767409999999,17,Lykins,East,3
No Address Assigned,KANSAS CITY,3rd,JACKSON,,N,"North Dr, Kansas City, MO 64153, USA",Land Bank,,5000.0,2020.0,Ivanhoe Southwest,,,JA30130143900000000,64153,,Residential Vacant,,Acquired,KANSAS CITY MISSOURI 110,,2212.46,MO,,R-2.5,291650303071,39.2964575,-94.6914578,231,KCI & 2nd Creek,North,4
727A Cypress,Kansas City,3rd,Jackson,,N,"727 Cypress Ave E, Kansas City, MO 64124, USA",Land Bank,"727A Cypress
Kansas City, MO 64124
(39.103157, -94.52929)",3445.0,2012.0,Lykins,,,JA28220111300000000,64124,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,12/11/2017,6336.497639,MO,,R-2.5,290950019004,39.1032261,-94.5289811,17,Lykins,East,3
5922 Cypress Pl,Kansas City,5th,Jackson,,N,"5922 Cypress Pl, Kansas City, MO 64130, USA",Land Bank,"5922 Cypress Pl
Kansas City, MO 64130
(39.017592, -94.5337)",6300.0,2019.0,Swope Parkway-Elmwood,,,JA46220061500000000,64130,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,4306.144514,MO,,R-2.5,290950078021,39.017598,-94.53395900000001,116,Swope Parkway-Elmwood,Metro,2
6006 Jackson Ave,Kansas City,5th,Jackson,,N,"6006 Jackson Ave, Kansas City, MO 64130, USA",Land Bank,"6006 Jackson Ave
Kansas City, MO 64130
(39.016609, -94.537286)",8500.0,2019.0,Swope Parkway-Elmwood,,,JA46310053500000000,64130,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,5824.818646,MO,,R-6,290950079001,39.016578,-94.53756299999999,116,Swope Parkway-Elmwood,Metro,2
5618  EWING AVE,Kansas City,5th,Jackson,,N,"5618 Ewing Ave, Kansas City, MO 64129, USA",Land Bank,"5618  EWING AVE
Kansas City, MO 64129
(39.022138, -94.506594)",7450.0,2019.0,Brown Estates,,,JA31740043800000000,64129,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,RAYTOWN 150,,15139.417465,MO,,R-7.5,290950175001,39.022148,-94.506866,131,Brown Estates,Metro,2
2311 MERSINGTON AVE,KANSAS CITY,3rd,Jackson,,N,"2311 Mersington Ave, Kansas City, MO 64127, USA",Land Bank,"2311 MERSINGTON AVE
KANSAS CITY, MO 64127
(39.083353, -94.537029)",419.0,2012.0,East Community Team South,,,JA28440030800000000,64127,Side Yard,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,02/29/2016,4047.760799,MO,,R-2.5,290950165001,39.0833597,-94.5368539,30,East Community Team South,East,3
4326 GARFIELD AVE,KANSAS CITY,3rd,Jackson,,N,"4326 Garfield Ave, Kansas City, MO 64130, USA",Land Bank,"4326 GARFIELD AVE
KANSAS CITY, MO 64130
(39.047451, -94.559834)",1694.0,2012.0,Ivanhoe Southeast,,,JA30610062100000000,64130,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,11/19/2018,6925.301667,MO,,R-2.5,290950063002,39.047495,-94.560153,54,Ivanhoe Southeast,Central,1
4016 E 69th St,Kansas City,5th,Jackson,,N,"4016 E 69th St, Kansas City, MO 64132, USA",Land Bank,"4016 E 69th St
Kansas City, MO 64132
(39.000895, -94.539771)",7000.0,2019.0,Foxtown East,,,JA46410162200000000,64132,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4810.1716670000005,MO,,R-2.5,290950088004,39.001165,-94.53975299999999,125,Foxtown East,Metro,2
5345 EUCLID AVE,Kansas City,5th,Jackson,,N,"5345 Euclid Ave, Kansas City, MO 64130, USA",KCMHA,"5345 EUCLID AVE
Kansas City, MO 64130.0
(39.028818, -94.562015)",9150.0,2019.0,Blue Hills,,,30-710-22-16-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5427.8625,MO,,R-6,290950076003,39.028819,-94.561689,119,Blue Hills,Metro,2
4902 E 24th St,KANSAS CITY,3rd,JACKSON,,N,"4902 E 24th St, Kansas City, MO 64127, USA",Land Bank,"4902 E 24th St
KANSAS CITY, MO 64127
(39.08204, -94.52631)",31254.0,2019.0,East Community Team South,,,JA28530021300000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4216.96,MO,,B3-2,290950034003,39.0822584,-94.52632779999999,30,East Community Team South,East,3
4911 E 39th St,Kansas City,3rd,Jackson,01/13/2014,Y,"4911 E 39th St, Kansas City, MO 64128, USA",Land Bank,"4911 E 39th St
Kansas City, MO 64130
(39.055244, -94.526256)",3650.0,2019.0,Vineyard,2.0,1.0,JA31220271300000000,64128,"Assemblage, Infill construction, Side Yard",Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,6492.427917,MO,,R-2.5,290950171001,39.054943,-94.526386,64,Knoches Park,East,3
5036 Oakley Ave,Kansas City,5th,Jackson,01/09/2014,N,"5036 Oakley Ave, Kansas City, MO 64130, USA",Land Bank,"5036 Oakley Ave
Kansas City, MO 64130
(39.033144, -94.519714)",3000.0,2012.0,Brown Estates,,,JA31540141000000000,64130,"Public Green Space, Wildlife Conservation Area",Residential Vacant,Vacant lot or land - little or no use,Disposed,Kansas City Missouri 110,03/13/2018,20016.371389,MO,,R-5,290950175001,39.033094,-94.520298,131,Brown Estates,Metro,2
1822 AGNES AVE,KANSAS CITY,3rd,Jackson,02/14/2014,N,"1822 Agnes Ave, Kansas City, MO 64127, USA",Land Bank,"1822 AGNES AVE
KANSAS CITY, MO 64127
(39.089726, -94.547229)",2000.0,2019.0,Washington Wheatley,,,JA28420187300000000,64127,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,3250.50066,MO,,R-2.5,290950160002,39.089799,-94.547527,28,Washington Wheatley,East,3
5626 Bonita St,Kansas City,3rd,Jackson,10/23/2014,N,"5626 Bonita St, Kansas City, MO 64128, USA",Land Bank,"5626 Bonita St
Kansas City, MO 64128
(39.073794, -94.516573)",4150.0,2019.0,South Blue Valley,,,JA28810122200000000,64128,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,9010.737951000001,MO,,R-2.5,290950164002,39.073948,-94.51650269999999,31,South Blue Valley,East,3
5824 E 27th St,Kansas City,3rd,Jackson,,N,"5824 E 27th St, Kansas City, MO 64129, USA",Land Bank,"5824 E 27th St
Kansas City, MO 64129
(39.075879, -94.514534)",2700.0,2019.0,South Blue Valley,,,JA28630082000000000,64129,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,4833.551944,MO,,R-2.5,290950163001,39.076132,-94.514489,31,South Blue Valley,East,3
5616 Bales,Kansas City,5th,Jackson,,N,"5616 Bales Ave, Kansas City, MO 64130, USA",Land Bank,"5616 Bales
Kansas City, MO 64130
(39.023943, -94.544947)",14950.0,2019.0,North Town Fork Creek,,,JA31940063500000000,64130,Infill construction,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,17182.2016667,MO,,R-2.5,290950079002,39.023936,-94.545273,118,North Town Fork Creek,Metro,2
5837 East 11th St,Kansas City,4th,Jackson,,N,"5837 E 11th St, Kansas City, MO 64126, USA",Land Bank,"5837 East 11th St
Kansas City, MO 64126
(39.09941, -94.512706)",6850.0,2019.0,Sheffield,,,JA28120310800000000,64126,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,6693.033056,MO,,R-2.5,290950020002,39.099203,-94.5127593,21,Sheffield,East,3
915 Ewing Ave,Kansas City,4th,Jackson,,N,"915 Ewing Ave, Kansas City, MO 64126, USA",Land Bank,"915 Ewing Ave
Kansas City, MO 64125
(39.100282, -94.502949)",7950.0,2019.0,Sheffield,,,JA28110114500000000,64126,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,8421.215347,MO,,R-2.5,290950020001,39.100242,-94.502659,21,Sheffield,East,3
3031 E 60TH ST,Kansas City,5th,Jackson,,Y,"3031 E 60th St, Kansas City, MO 64130, USA",Land Bank,"3031 E 60TH ST
Kansas City, MO 64129
(39.017424, -94.549709)",26024.0,2015.0,South Town Fork Creek,,,JA46320120600000000,64130,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,11/20/2015,6041.225764,MO,,R-2.5,290950079004,39.0172357,-94.54981079999999,117,South Town Fork Creek,Metro,2
4426 Monroe Ave,Kansas City,3rd,Jackson,,Y,"4426 Monroe Ave, Kansas City, MO 64130, USA",Land Bank,"4426 Monroe Ave
Kansas City, MO 64130
(39.044927, -94.541441)",3100.0,2019.0,Oak Park Southeast,,,JA31410112000000000,64130,,Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,5545.117431000001,MO,,R-2.5,290950060002,39.0449401,-94.5417537,60,Oak Park Southeast,East,3
5727 Myrtle Ave,KANSAS CITY,5th,JACKSON,,N,"5727 Myrtle Ave, Kansas City, MO 64130, USA",Land Bank,"5727 Myrtle Ave
KANSAS CITY, MO 64130
(39.021285, -94.539288)",6650.0,2019.0,Swope Parkway-Elmwood,,,JA31940090800000000,64130,"Assemblage, Infill construction, Urban Agriculture",Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5370.62,MO,,R-2.5,290950079001,39.0212519,-94.538967,116,Swope Parkway-Elmwood,Metro,2
1211 Van Brunt Blvd,Kansas City,3rd,Jackson,01/09/2014,N,"1211 Van Brunt Blvd, Kansas City, MO 64127, USA",Land Bank,"1211 Van Brunt Blvd
Kansas City, MO 64127
(39.097225, -94.523304)",2677.0,2012.0,West Blue Valley,,,JA28240080800000000,64127,,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,08/22/2018,5032.159861,MO,,R-2.5,290950022001,39.097215,-94.52292299999999,33,West Blue Valley,East,3
2941 Topping Ave,Kansas City,3rd,Jackson,,N,"2941 Topping Ave, Kansas City, MO 64129, USA",Land Bank,"2941 Topping Ave
Kansas City, MO 64129
(39.071027, -94.515835)",3810.0,2012.0,South Blue Valley,,,JA28720070400000000,64129,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,03/15/2018,11144.410069,MO,,R-2.5,290950163001,39.07105600000001,-94.51551099999999,31,South Blue Valley,East,3
4710 E 43RD ST,Kansas City,3rd,Jackson,,N,"4710 E 43rd St, Kansas City, MO 64130, USA",Land Bank,"4710 E 43RD ST
Kansas City, MO 64130
(39.047411, -94.529194)",3750.0,2019.0,Vineyard,,,JA31230231000000000,64130,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,6725.7552780000005,MO,,R-2.5,290950171004,39.047673,-94.52918,49,Vineyard,East,3
5625 E 29TH TER,Kansas City,3rd,Jackson,05/21/2014,N,"5625 E 29 Terrace, Kansas City, MO 64128, USA",Land Bank,"5625 E 29TH TER
Kansas City, MO 64128
(39.071628, -94.517176)",1060.0,2014.0,South Blue Valley,,,JA28810251900000000,64128,"Infill construction, Urban Agriculture",Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,07/25/2018,13574.282708,MO,,R-2.5,290950164002,39.0714036,-94.5171111,31,South Blue Valley,East,3
1915 AGNES AVE,Kansas City,3rd,Jackson,,N,"1915 Agnes Ave, Kansas City, MO 64127, USA",KCMHA,"1915 AGNES AVE
Kansas City, MO 64127
(39.089118, -94.547253)",1350.0,2019.0,Washington Wheatley,,,JA28420171800000000,64127,,Residential Vacant,,Reserved,KANSAS CITY MISSOURI 110,,1804.71177083,MO,,R-2.5,290950160002,39.08920740000001,-94.5471115,28,Washington Wheatley,East,3
3501 BROOKLYN AVE,Kansas City,3rd,Jackson,,N,"3501 Brooklyn Ave, Kansas City, MO 64109, USA",KCMHA,"3501 BROOKLYN AVE
Kansas City, MO 64109.0
(39.062725, -94.557848)",499.985,,Ivanhoe Northeast,,,30-110-04-02-00-0-00-000,64109,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,03/18/2014,5054.788889,MO,,R-1.5,290950055001,39.062647,-94.55749399999999,55,Ivanhoe Northeast,Central,1
5004 AGNES AVE,Kansas City,3rd,Jackson,,N,"5004 Agnes Ave, Kansas City, MO 64130, USA",KCMHA,"5004 AGNES AVE
Kansas City, MO 64130.0
(39.035123, -94.550051)",7650.0,2019.0,North Town Fork Creek,,,31-430-23-26-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,5262.565625,MO,,R-2.5,290950077001,39.035183,-94.55036,118,North Town Fork Creek,Metro,2
1016 Fuller Ave,Kansas City,4th,Jackson,12/31/2013,N,"1016 Fuller Ave, Kansas City, MO 64126, USA",Land Bank,"1016 Fuller Ave
Kansas City, MO 64126
(39.099155, -94.506463)",4350.0,2019.0,Sheffield,,,JA28120342000000000,64126,,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,3854.824201,MO,,R-2.5,290950020002,39.0991496,-94.5067602,21,Sheffield,East,3
5514 Brighton Avenue,Kansas City,5th,Jackson,,N,"5514 N Brighton Ave, Kansas City, MO 64119, USA",Land Bank,"5514 Brighton Avenue
Kansas City, MO 64119
(39.022467, -94.52838)",4275.0,2012.0,Swope Parkway-Elmwood,,,JA31830010100000000,64119,"Commercial Use, Industrial Use",Industrial Vacant,Vacant lot or land - little or no use,Disposed,Kansas City Missouri 110,03/05/2018,42107.576111,MO,,M3-5,290470209012,39.1925082,-94.52119809999999,204,Foxwoods-Carriage Hills,Shoal Creek,6
4921 A Paseo,Kansas City,3rd,Jackson,,N,"4921 The Paseo, Kansas City, MO 64110, USA",KCMHA,"4921 A Paseo
Kansas City, MO 64110
(39.037313, -94.56748)",2050.0,2019.0,Blue Hills,,,30-630-16-06-00-0-00-000,64110,Side Yard,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,1226.510486,MO,,R-6,290950075001,39.0371605,-94.5672584,119,Blue Hills,Metro,2
3113 E 11th ST,Kansas City,3rd,Jackson,12/04/2014,N,"3113 E 11th St, Kansas City, MO 64127, USA",Land Bank,"3113 E 11th ST
Kansas City, MO 64127
(39.100447, -94.545669)",30.0,2014.0,Independence Plaza,,,JA28320282501000000,64127,Side Yard,Residential Vacant,Vacant lot or land - little or no use,Disposed,KANSAS CITY MISSOURI 110,07/07/2016,1538.371805,MO,,R-1.5,290950018003,39.1002256,-94.5450589,16,Independence Plaza,East,3
2406 Spruce Ave,Kansas City,3rd,Jackson,,N,"2406 Spruce Ave, Kansas City, MO 64127, USA",Land Bank,"2406 Spruce Ave
Kansas City, MO 64127
(39.081897, -94.532777)",2250.0,2019.0,East Community Team South,,,JA28530103800000000,64127,Assemblage,Commercial Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4029.79729167,MO,,B3-2,290950034004,39.0819649,-94.533074,30,East Community Team South,East,3
2845 WHITE AVE,Kansas City,3rd,Jackson,,N,"2845 White Ave, Kansas City, MO 64129, USA",Land Bank,"2845 WHITE AVE
Kansas City, MO 64109
(39.072732, -94.513452)",1504.0,2015.0,South Blue Valley,,,JA28720035700000000,64129,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,02/25/2016,6510.935139,MO,,R-2.5,290950163001,39.0728407,-94.5131005,31,South Blue Valley,East,3
3916 OLIVE ST,Kansas City,3rd,Jackson,,N,"3916 Olive St, Kansas City, MO 64130, USA",KCMHA,"3916 OLIVE ST
Kansas City, MO 64130.0
(39.054808, -94.555924)",13598.0,,Ivanhoe Southeast,,,30-140-03-25-00-0-00-000,64130,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,,6816.987708,MO,,R-2.5,290950169003,39.0548387,-94.55625889999999,54,Ivanhoe Southeast,Central,1
3717 Chestnut Ave,Kansas City,3rd,Jackson,,N,"3717 Chestnut Ave, Kansas City, MO 64128, USA",Land Bank,"3717 Chestnut Ave
Kansas City, MO 64128
(39.058302, -94.551121)",2600.0,2019.0,Oak Park Northwest,,,JA31320200700000000,64128,Assemblage,Residential Vacant,Vacant lot or land - usable,Acquired,Kansas City Missouri 110,,4640.33538194,MO,,R-2.5,290950056022,39.058274,-94.5507779,58,Oak Park Northwest,East,3
9005 Hillcrest Rd,Kansas City,5th,Jackson,,N,"9005 Hillcrest Rd, Kansas City, MO 64138, USA",Land Bank,"9005 Hillcrest Rd
Kansas City, MO 64138
(38.956748, -94.520768)",346776.0,2012.0,Loma Vista,,,JA49130030700000000,64138,"Commercial Use, Industrial Use",Commercial Vacant,Vacant lot or land - usable,Disposed,Hickman Mills 140,11/15/2013,49089.406632,MO,,UR,290950174002,38.962558,-94.518279,161,Loma Vista,South,5
2014 Elmwood Ave,Kansas City,3rd,Jackson,03/05/2014,N,"2014 Elmwood Ave, Kansas City, MO 64127, USA",Land Bank,"2014 Elmwood Ave
Kansas City, MO 64127
(39.086617, -94.529353)",477.0,2012.0,East Community Team North,,,JA28520313200000000,64127,,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,07/30/2019,6721.244409999999,MO,,R-2.5,290950023002,39.086658,-94.529641,29,East Community Team North,East,3
3514 PARK AVE,Kansas City,3rd,Jackson,,N,"3514 Park Ave, Kansas City, MO 64109, USA",KCMHA,"3514 PARK AVE
Kansas City, MO 64109.0
(39.062334, -94.556699)",2115.726,,Ivanhoe Northeast,,,30-110-04-31-00-0-00-000,64109,,Residential Vacant,Vacant lot or land - usable,Disposed,KANSAS CITY MISSOURI 110,03/18/2014,5479.7612850000005,MO,,R-1.5,290950055001,39.0623069,-94.55703299999999,55,Ivanhoe Northeast,Central,1
4219 E. 41st Street,Kansas City,3rd,Jackson,,N,"4219 E 41st St, Kansas City, MO 64130, USA",KCMHA,"4219 E. 41st Street
Kansas City, MO 64130.0
(39.051327, -94.534413)",5500.0,2019.0,Vineyard Northwest,,,JA31230190100000000,64130,,Residential Vacant,,Acquired,Kansas City Missouri 110,,11769.0,MO,,R-2.5,290950171004,39.051058,-94.53442,48,Vineyard Northwest,East,3
3329 Cleveland Ave,Kansas City,3rd,Jackson,,Y,"3329 Cleveland Ave., Kansas City, MO 64128, USA",Land Bank,"3329 Cleveland Ave
Kansas City, MO 64128
(39.064469, -94.539278)",2400.0,2019.0,Palestine East,,,JA28940151500000000,64128,"Assemblage, Infill construction, Side Yard, Urban Agriculture",Residential Vacant,Vacant lot or land - little or no use,Acquired,Kansas City Missouri 110,,4285.104722,MO,,R-5,290950057001,39.0644245,-94.5390146,62,Palestine East,East,3
3709 E 29TH ST,KANSAS CITY,3rd,Jackson,06/11/2014,Y,"3709 E 29th St, Kansas City, MO 64128, USA",Land Bank,"3709 E 29TH ST
KANSAS CITY, MO 64128
(39.072755, -94.539458)",2300.0,2019.0,Ingleside,,1.0,JA28910210400000000,64128,,Residential Vacant,Vacant lot or land - usable,Acquired,KANSAS CITY MISSOURI 110,,4083.6379859999997,MO,,R-2.5,290950165002,39.0725711,-94.5394577,63,Ingleside,East,3
1914 Kansas Ave,Kansas City,3rd,Jackson,04/08/2014,N,"1914 Kansas Ave, Kansas City, MO 64127, USA",KCMHA,"1914 Kansas Ave
Kansas City, MO 64127
(39.088305, -94.548468)",24339.0,2012.0,Washington Wheatley,,,JA28420194800000000,64127,Assemblage,Residential Vacant,Vacant lot or land - usable,Disposed,Kansas City Missouri 110,04/10/2019,3871.870451,MO,1740.0,R-2.5,290950160002,39.088356,-94.548772,28,Washington Wheatley,East,3
