Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address,City,State,Postal Code,County,Neighborhood,Council District,Sold Date,School District,Potential Use,Demo Needed,Market Value Year,Market Value,Square Footage,Property Condition,Structure Square Footage,Number of Bedrooms,Number of Full Baths,Date evaluated,Location 1
JA46310053500000000,Residential Vacant,Acquired,Land Bank,R-6,6006 Jackson Ave,Kansas City,MO,64130,Jackson,Swope Parkway-Elmwood,5th,,Kansas City Missouri 110,,N,2019,8500,5824.818646,Vacant lot or land - little or no use,,,,,"6006 Jackson Ave
Kansas City, MO 64130
(39.016609, -94.537286)"
JA31740043800000000,Residential Vacant,Acquired,Land Bank,R-7.5,5618  EWING AVE,Kansas City,MO,64129,Jackson,Brown Estates,5th,,RAYTOWN 150,Assemblage,N,2019,7450,15139.417465,Vacant lot or land - usable,,,,,"5618  EWING AVE
Kansas City, MO 64129
(39.022138, -94.506594)"
JA28440030800000000,Residential Vacant,Disposed,Land Bank,R-2.5,2311 MERSINGTON AVE,KANSAS CITY,MO,64127,Jackson,East Community Team South,3rd,02/29/2016,KANSAS CITY MISSOURI 110,Side Yard,N,2012,419,4047.760799,Vacant lot or land - usable,,,,,"2311 MERSINGTON AVE
KANSAS CITY, MO 64127
(39.083353, -94.537029)"
48-310-19-05-00-0-00-000,Residential Improved,Disposed,KCMHA,R-7.5,501 W 86TH TER,Kansas City,MO,64114.0,Jackson,Western Hills,6th,05/07/2014,CENTER 120,Affordable Housing,N,,88202.617,8286.432188,Structure - fair condition,,,,,"501 W 86TH TER
Kansas City, MO 64114.0
(38.971789, -94.596901)"
JA31320253700000000,Residential Improved,Disposed,Land Bank,R-2.5,3710  INDIANA AVE,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,09/22/2015,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,25530,4050.28816,Structure - good condition,1304,3,1,10/28/2014,"3710  INDIANA AVE
Kansas City, MO 64128
(39.058294, -94.54421)"
JA30610062100000000,Residential Vacant,Disposed,Land Bank,R-2.5,4326 GARFIELD AVE,KANSAS CITY,MO,64130,Jackson,Ivanhoe Southeast,3rd,11/19/2018,KANSAS CITY MISSOURI 110,Assemblage,N,2012,1694,6925.301667,Vacant lot or land - usable,,,,,"4326 GARFIELD AVE
KANSAS CITY, MO 64130
(39.047451, -94.559834)"
JA46410162200000000,Residential Vacant,Acquired,Land Bank,R-2.5,4016 E 69th St,Kansas City,MO,64132,Jackson,Foxtown East,5th,,Kansas City Missouri 110,Side Yard,N,2019,7000,4810.171667,Vacant lot or land - usable,,,,,"4016 E 69th St
Kansas City, MO 64132
(39.000895, -94.539771)"
30-710-22-16-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-6,5345 EUCLID AVE,Kansas City,MO,64130.0,Jackson,Blue Hills,5th,,KANSAS CITY MISSOURI 110,,N,2019,9150,5427.8625,Vacant lot or land - usable,,,,,"5345 EUCLID AVE
Kansas City, MO 64130.0
(39.028818, -94.562015)"
JA28530021300000000,Residential Vacant,Acquired,Land Bank,B3-2,4902 E 24th St,KANSAS CITY,MO,64127,JACKSON,East Community Team South,3rd,,KANSAS CITY MISSOURI 110,,N,2019,31254,4216.96,Vacant lot or land - usable,,,,,"4902 E 24th St
KANSAS CITY, MO 64127
(39.08204, -94.52631)"
JA31330172800000000,Residential Improved,Disposed,Land Bank,R-2.5,4120  BENTON BLVD,Kansas City,MO,64130,Jackson,Oak Park Southwest,3rd,10/08/2015,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,27232,5383.057326,Structure - good condition,2547,3,1,05/13/2014,"4120  BENTON BLVD
Kansas City, MO 64130
(39.050942, -94.546939)"
JA31220271300000000,Residential Vacant,Acquired,Land Bank,R-2.5,4911 E 39th St,Kansas City,MO,64130,Jackson,Vineyard,3rd,,Kansas City Missouri 110,"Assemblage, Infill construction, Side Yard",Y,2019,3650,6492.427917,Vacant lot or land - usable,,2,1,01/13/2014,"4911 E 39th St
Kansas City, MO 64130
(39.055244, -94.526256)"
JA31540141000000000,Residential Vacant,Disposed,Land Bank,R-5,5036 Oakley Ave,Kansas City,MO,64130,Jackson,Brown Estates,5th,03/13/2018,Kansas City Missouri 110,"Public Green Space, Wildlife Conservation Area",N,2012,3000,20016.371389,Vacant lot or land - little or no use,,,,01/09/2014,"5036 Oakley Ave
Kansas City, MO 64130
(39.033144, -94.519714)"
JA31520230700000000,Residential Improved,Disposed,Land Bank,R-2.5,4617 Lawn Ave,Kansas City,MO,64130,Jackson,Vineyard,3rd,09/22/2017,Kansas City Missouri 110,Affordable Housing,N,2012,15863,7019.261667,Structure - fair condition,,,1,03/31/2014,"4617 Lawn Ave
Kansas City, MO 64130
(39.041258, -94.530084)"
JA28420187300000000,Residential Vacant,Acquired,Land Bank,R-2.5,1822 AGNES AVE,KANSAS CITY,MO,64127,Jackson,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,,N,2019,2000,3250.50066,Vacant lot or land - usable,,,,02/14/2014,"1822 AGNES AVE
KANSAS CITY, MO 64127
(39.089726, -94.547229)"
JA28810122200000000,Residential Vacant,Acquired,Land Bank,R-2.5,5626 Bonita St,Kansas City,MO,64128,Jackson,South Blue Valley,3rd,,Kansas City Missouri 110,,N,2019,4150,9010.737951,Vacant lot or land - usable,,,,10/23/2014,"5626 Bonita St
Kansas City, MO 64128
(39.073794, -94.516573)"
JA30130221100000000,Residential Improved,Disposed,KCMHA,,4119 Tracy,Kansas City,MO,64110,Jackson,Manheim Park,3rd,02/11/2016,,Public Purpose,N,,,,Structure - severely distressed,,,,,"4119 Tracy
Kansas City, MO 64110
(39.05169, -94.569869)"
JA13720092900000000,Residential Improved,Reserved,KCMHA,R-2.5,440 N WHEELING AVE,KANSAS CITY,MO,64123,JACKSON,North Indian Mound,4th,02/07/2020,KANSAS CITY MISSOURI 110,,N,2019,34307,6955.911875,Structure - severely distressed,,,1,,"440 N WHEELING AVE
KANSAS CITY, MO 64123
(39.117216, -94.510298)"
JA28630082000000000,Residential Vacant,Acquired,Land Bank,R-2.5,5824 E 27th St,Kansas City,MO,64129,Jackson,South Blue Valley,3rd,,Kansas City Missouri 110,,N,2019,2700,4833.551944,Vacant lot or land - little or no use,,,,,"5824 E 27th St
Kansas City, MO 64129
(39.075879, -94.514534)"
JA31940063500000000,Residential Vacant,Acquired,Land Bank,R-2.5,5616 Bales,Kansas City,MO,64130,Jackson,North Town Fork Creek,5th,,Kansas City Missouri 110,Infill construction,N,2019,14950,17182.2016667,Vacant lot or land - usable,,,,,"5616 Bales
Kansas City, MO 64130
(39.023943, -94.544947)"
JA28120310800000000,Residential Vacant,Acquired,Land Bank,R-2.5,5837 East 11th St,Kansas City,MO,64126,Jackson,Sheffield,4th,,KANSAS CITY MISSOURI 110,,N,2019,6850,6693.033056,Vacant lot or land - usable,,,,,"5837 East 11th St
Kansas City, MO 64126
(39.09941, -94.512706)"
JA28110114500000000,Residential Vacant,Acquired,Land Bank,R-2.5,915 Ewing Ave,Kansas City,MO,64125,Jackson,Sheffield,4th,,Kansas City Missouri 110,Assemblage,N,2019,7950,8421.215347,Vacant lot or land - usable,,,,,"915 Ewing Ave
Kansas City, MO 64125
(39.100282, -94.502949)"
JA46320120600000000,Residential Vacant,Disposed,Land Bank,R-2.5,3031 E 60TH ST,Kansas City,MO,64129,Jackson,South Town Fork Creek,5th,11/20/2015,KANSAS CITY MISSOURI 110,,Y,2015,26024,6041.225764,Vacant lot or land - usable,,,,,"3031 E 60TH ST
Kansas City, MO 64129
(39.017424, -94.549709)"
JA28610121300000000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-2.5,6904 E 19th,KANSAS CITY,MO,64126.0,JACKSON,Central Blue Valley And Park Tower Gardens,3rd,,KANSAS CITY MISSOURI 110,,N,2019,10950,18799.11,Awaiting evaluation,,,,,
JA31410112000000000,Residential Vacant,Acquired,Land Bank,R-2.5,4426 Monroe Ave,Kansas City,MO,64130,Jackson,Oak Park Southeast,3rd,,Kansas City Missouri 110,,Y,2019,3100,5545.117431,Vacant lot or land - little or no use,,,,,"4426 Monroe Ave
Kansas City, MO 64130
(39.044927, -94.541441)"
JA31940090800000000,Residential Vacant,Acquired,Land Bank,R-2.5,5727 Myrtle Ave,KANSAS CITY,MO,64130,JACKSON,Swope Parkway-Elmwood,5th,,KANSAS CITY MISSOURI 110,"Assemblage, Infill construction, Urban Agriculture",N,2019,6650,5370.62,Vacant lot or land - usable,,,,,"5727 Myrtle Ave
KANSAS CITY, MO 64130
(39.021285, -94.539288)"
JA28240080800000000,Residential Vacant,Disposed,Land Bank,R-2.5,1211 Van Brunt Blvd,Kansas City,MO,64127,Jackson,West Blue Valley,3rd,08/22/2018,Kansas City Missouri 110,,N,2012,2677,5032.159861,Vacant lot or land - usable,,,,01/09/2014,"1211 Van Brunt Blvd
Kansas City, MO 64127
(39.097225, -94.523304)"
JA28720070400000000,Residential Vacant,Disposed,Land Bank,R-2.5,2941 Topping Ave,Kansas City,MO,64129,Jackson,South Blue Valley,3rd,03/15/2018,Kansas City Missouri 110,Assemblage,N,2012,3810,11144.410069,Vacant lot or land - usable,,,,,"2941 Topping Ave
Kansas City, MO 64129
(39.071027, -94.515835)"
JA31230231000000000,Residential Vacant,Acquired,Land Bank,R-2.5,4710 E 43RD ST,Kansas City,MO,64130,Jackson,Vineyard,3rd,,KANSAS CITY MISSOURI 110,Assemblage,N,2019,3750,6725.755278,Vacant lot or land - usable,,,,,"4710 E 43RD ST
Kansas City, MO 64130
(39.047411, -94.529194)"
JA28810251900000000,Residential Vacant,Disposed,Land Bank,R-2.5,5625 E 29TH TER,Kansas City,MO,64128,Jackson,South Blue Valley,3rd,07/25/2018,KANSAS CITY MISSOURI 110,"Infill construction, Urban Agriculture",N,2014,1060,13574.282708,Vacant lot or land - usable,,,,05/21/2014,"5625 E 29TH TER
Kansas City, MO 64128
(39.071628, -94.517176)"
JA28420171800000000,Residential Vacant,Reserved,KCMHA,R-2.5,1915 AGNES AVE,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,,N,2019,1350,1804.71177083,,,,,,"1915 AGNES AVE
Kansas City, MO 64127
(39.089118, -94.547253)"
30-110-04-02-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-1.5,3501 BROOKLYN AVE,Kansas City,MO,64109.0,Jackson,Ivanhoe Northeast,3rd,03/18/2014,KANSAS CITY MISSOURI 110,,N,,499.985,5054.788889,Vacant lot or land - usable,,,,,"3501 BROOKLYN AVE
Kansas City, MO 64109.0
(39.062725, -94.557848)"
31-430-23-26-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,5004 AGNES AVE,Kansas City,MO,64130.0,Jackson,North Town Fork Creek,3rd,,KANSAS CITY MISSOURI 110,,N,2019,7650,5262.565625,Vacant lot or land - usable,,,,,"5004 AGNES AVE
Kansas City, MO 64130.0
(39.035123, -94.550051)"
JA28940202600000000,Residential Improved,Disposed,Land Bank,R-2.5,3426 Bales Ave,Kansas City,MO,64128,Jackson,Palestine West And Oak Park Northeast,3rd,12/07/2017,Kansas City Missouri 110,Affordable Housing,N,2012,22126,6596.432188,Structure - fair condition,,,,,"3426 Bales Ave
Kansas City, MO 64128
(39.063138, -94.542854)"
JA31210161200000000,Residential Improved,Disposed,Land Bank,R-2.5,5104 E 39TH ST,KANSAS CITY,MO,64128,Jackson,Knoches Park,3rd,07/01/2016,KANSAS CITY MISSOURI 110,Affordable Housing,N,2012,24008,8478.21894,Structure - fair condition,980,2,1,08/28/2014,"5104 E 39TH ST
KANSAS CITY, MO 64128
(39.055072, -94.524288)"
JA28120342000000000,Residential Vacant,Acquired,Land Bank,R-2.5,1016 Fuller Ave,Kansas City,MO,64126,Jackson,Sheffield,4th,,Kansas City Missouri 110,,N,2019,4350,3854.824201,Vacant lot or land - usable,,,,12/31/2013,"1016 Fuller Ave
Kansas City, MO 64126
(39.099155, -94.506463)"
JA31830010100000000,Industrial Vacant,Disposed,Land Bank,M3-5,5514 Brighton Avenue,Kansas City,MO,64119,Jackson,Swope Parkway-Elmwood,5th,03/05/2018,Kansas City Missouri 110,"Commercial Use, Industrial Use",N,2012,4275,42107.576111,Vacant lot or land - little or no use,,,,,"5514 Brighton Avenue
Kansas City, MO 64119
(39.022467, -94.52838)"
30-630-16-06-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-6,4921 A Paseo,Kansas City,MO,64110,Jackson,Blue Hills,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,2050,1226.510486,Vacant lot or land - usable,,,,,"4921 A Paseo
Kansas City, MO 64110
(39.037313, -94.56748)"
JA28320282501000000,Residential Vacant,Disposed,Land Bank,R-1.5,3113 E 11th ST,Kansas City,MO,64127,Jackson,Independence Plaza,3rd,07/07/2016,KANSAS CITY MISSOURI 110,Side Yard,N,2014,30,1538.371805,Vacant lot or land - little or no use,,,,12/04/2014,"3113 E 11th ST
Kansas City, MO 64127
(39.100447, -94.545669)"
JA28530103800000000,Commercial Vacant,Acquired,Land Bank,B3-2,2406 Spruce Ave,Kansas City,MO,64127,Jackson,East Community Team South,3rd,,Kansas City Missouri 110,Assemblage,N,2019,2250,4029.79729167,Vacant lot or land - usable,,,,,"2406 Spruce Ave
Kansas City, MO 64127
(39.081897, -94.532777)"
JA28720035700000000,Residential Vacant,Disposed,Land Bank,R-2.5,2845 WHITE AVE,Kansas City,MO,64109,Jackson,South Blue Valley,3rd,02/25/2016,KANSAS CITY MISSOURI 110,Assemblage,N,2015,1504,6510.935139,Vacant lot or land - usable,,,,,"2845 WHITE AVE
Kansas City, MO 64109
(39.072732, -94.513452)"
30-140-03-25-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-2.5,3916 OLIVE ST,Kansas City,MO,64130.0,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,,N,,13598,6816.987708,Vacant lot or land - usable,,,,,"3916 OLIVE ST
Kansas City, MO 64130.0
(39.054808, -94.555924)"
JA31320200700000000,Residential Vacant,Acquired,Land Bank,R-2.5,3717 Chestnut Ave,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,,Kansas City Missouri 110,Assemblage,N,2019,2600,4640.33538194,Vacant lot or land - usable,,,,,"3717 Chestnut Ave
Kansas City, MO 64128
(39.058302, -94.551121)"
JA49130030700000000,Commercial Vacant,Disposed,Land Bank,UR,9005 Hillcrest Rd,Kansas City,MO,64138,Jackson,Loma Vista,5th,11/15/2013,Hickman Mills 140,"Commercial Use, Industrial Use",N,2012,346776,49089.406632,Vacant lot or land - usable,,,,,"9005 Hillcrest Rd
Kansas City, MO 64138
(38.956748, -94.520768)"
JA28520313200000000,Residential Vacant,Disposed,Land Bank,R-2.5,2014 Elmwood Ave,Kansas City,MO,64127,Jackson,East Community Team North,3rd,07/30/2019,Kansas City Missouri 110,,N,2012,477,6721.24441,Vacant lot or land - usable,,,,03/05/2014,"2014 Elmwood Ave
Kansas City, MO 64127
(39.086617, -94.529353)"
30-110-04-31-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-1.5,3514 PARK AVE,Kansas City,MO,64109.0,Jackson,Ivanhoe Northeast,3rd,03/18/2014,KANSAS CITY MISSOURI 110,,N,,2115.726,5479.761285,Vacant lot or land - usable,,,,,"3514 PARK AVE
Kansas City, MO 64109.0
(39.062334, -94.556699)"
JA31230190100000000,Residential Vacant,Acquired,KCMHA,R-2.5,4219 E. 41st Street,Kansas City,MO,64130.0,Jackson,Vineyard Northwest,3rd,,Kansas City Missouri 110,,N,2019,5500,11769,,,,,,"4219 E. 41st Street
Kansas City, MO 64130.0
(39.051327, -94.534413)"
30-720-12-04-00-0-00-000,Residential Improved,Disposed,KCMHA,R-6,5209 HIGHLAND AVE,Kansas City,MO,64110.0,Jackson,Blue Hills,5th,07/15/2014,KANSAS CITY MISSOURI 110,Affordable Housing,N,,24441,5369.214965,Structure - fair condition,,,1,03/20/2014,"5209 HIGHLAND AVE
Kansas City, MO 64110.0
(39.032019, -94.565363)"
JA28940151500000000,Residential Vacant,Acquired,Land Bank,R-5,3329 Cleveland Ave,Kansas City,MO,64128,Jackson,Palestine East,3rd,,Kansas City Missouri 110,"Assemblage, Infill construction, Side Yard, Urban Agriculture",Y,2019,2400,4285.104722,Vacant lot or land - little or no use,,,,,"3329 Cleveland Ave
Kansas City, MO 64128
(39.064469, -94.539278)"
JA28420203700000000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-1.5,2000 Benton Blvd,KANSAS CITY,MO,64127.0,JACKSON,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,,N,2019,3600,5418.55,Awaiting evaluation,,,,,"2000 Benton Blvd
KANSAS CITY, MO 64127.0
(39.087892, -94.549647)"
JA31320333100000000,Residential Improved,Disposed,Land Bank,R-2.5,3806 MONTGALL AVE,KANSAS CITY,MO,64128,Jackson,Oak Park Northwest,3rd,12/19/2019,KANSAS CITY MISSOURI 110,Affordable Housing,N,2019,15966,3219.685972,Structure - fair condition,1262,3,1,04/08/2015,"3806 MONTGALL AVE
KANSAS CITY, MO 64128
(39.056891, -94.552363)"
JA28910210400000000,Residential Vacant,Acquired,Land Bank,R-2.5,3709 E 29TH ST,KANSAS CITY,MO,64128,Jackson,Ingleside,3rd,,KANSAS CITY MISSOURI 110,,Y,2019,2300,4083.637986,Vacant lot or land - usable,,,1,06/11/2014,"3709 E 29TH ST
KANSAS CITY, MO 64128
(39.072755, -94.539458)"
JA28420194800000000,Residential Vacant,Disposed,KCMHA,R-2.5,1914 Kansas Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,04/10/2019,Kansas City Missouri 110,Assemblage,N,2012,24339,3871.870451,Vacant lot or land - usable,1740,,,04/08/2014,"1914 Kansas Ave
Kansas City, MO 64127
(39.088305, -94.548468)"
JA46430042500000000,Residential Vacant,Acquired,Land Bank,R-5,7118 Bellefontaine Ave,Kansas City,MO,64132,Jackson,Noble and Gregory Ridge,5th,,Kansas City Missouri 110,,N,2019,7250,4963.079618,Vacant lot or land - usable,,,,,"7118 Bellefontaine Ave
Kansas City, MO 64132
(38.99703, -94.551124)"
JA46920073100000000,Residential Vacant,Acquired,Land Bank,R-6,7742 Agnes Ave,Kansas City,MO,64132,Jackson,Marlborough East,5th,,Center 120,"Affordable Housing, Side Yard",N,2019,32850,21557.374722,Vacant lot or land - usable,,,,,"7742 Agnes Ave
Kansas City, MO 64132
(38.98536, -94.552912)"
JA28910202300000000,Residential Vacant,Disposed,Land Bank,R-2.5,2924 Monroe Ave,Kansas City,MO,64128,Jackson,Ingleside,3rd,03/27/2019,Kansas City Missouri 110,"Assemblage, Side Yard, Urban Agriculture",Y,2017,1638,4394.825451,Vacant lot or land - usable,,,,,"2924 Monroe Ave
Kansas City, MO 64128
(39.071818, -94.540106)"
JA28440061500000000,Residential Vacant,Acquired,KCMHA,R-2.5,2323 ASKEW AVE,Kansas City,MO,64127,Jackson,East Community Team South,3rd,,KANSAS CITY MISSOURI 110,,N,2019,2100,3772.93809028,,,,,,"2323 ASKEW AVE
Kansas City, MO 64127
(39.083001, -94.540561)"
JA28430390200000000,Residential Vacant,Acquired,Land Bank,R-1.5,2909 E 26th St,KANSAS CITY,MO,64127,JACKSON,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,,N,2020,1950,3482.69,,,,,,"2909 E 26th St
KANSAS CITY, MO 64127
(39.078784, -94.548342)"
JA28420422800000000,Residential Vacant,Acquired,Land Bank,R-2.5,2208  WALROND AVE,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,2050,2737.91819444,Vacant lot or land - usable,,,,,"2208  WALROND AVE
Kansas City, MO 64127
(39.084992, -94.545738)"
JA29710072700000000,Residential Vacant,Disposed,Land Bank,R-1.5,2824 Park Ave,Kansas City,MO,64109,Jackson,Key Coalition,3rd,10/03/2016,Kansas City Missouri 110,Assemblage,N,2012,438,4581.134896,Vacant lot or land - usable,,,,,"2824 Park Ave
Kansas City, MO 64109
(39.074422, -94.556076)"
JA13930265800000000,Residential Vacant,Acquired,Land Bank,R-6,2627 AMIE CT,KANSAS CITY,MO,64124,Jackson,Pendleton Heights,3rd,,KANSAS CITY MISSOURI 110,Assemblage,N,2019,950,257.88638888,Vacant lot or land - usable,,,,,"2627 AMIE CT
KANSAS CITY, MO 64124
(39.108337, -94.550179)"
JA28920130700000000,Residential Improved,Disposed,Land Bank,R-5,3221 E 29TH ST,Kansas City,MO,64128,Jackson,Santa Fe,3rd,07/17/2015,KANSAS CITY MISSOURI 110,Affordable Housing,Y,2014,31351,7741.958993,Structure - fair condition,1590,4,2,08/21/2014,"3221 E 29TH ST
Kansas City, MO 64128
(39.072426, -94.545032)"
JA31420202000000000,Residential Vacant,Acquired,Land Bank,R-2.5,4547 CHESTNUT AVE,KANSAS CITY,MO,64130,Jackson,Oak Park Southwest,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,1550,2785.58736111,Vacant lot or land - usable,,,,,"4547 CHESTNUT AVE
KANSAS CITY, MO 64130
(39.042833, -94.551966)"
30-110-20-34-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,3736 PARK AVE,Kansas City,MO,64109.0,Jackson,Ivanhoe Northeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,7300,3253.40430556,Vacant lot or land - usable,,,,,"3736 PARK AVE
Kansas City, MO 64109.0
(39.058123, -94.556858)"
JA28520201601000000,Residential Vacant,Acquired,Land Bank,R-2.5,1920 Poplar Ave,Kansas City,MO,64127,Jackson,East Community Team North,3rd,,Kansas City Missouri 110,,N,2019,3300,6346.561528,Vacant lot or land - usable,,,,03/03/2014,"1920 Poplar Ave
Kansas City, MO 64127
(39.087533, -94.524905)"
JA28820151900000000,Residential Vacant,Acquired,Land Bank,R-2.5,2814 Elmwood Ave,Kansas City,MO,64128,Jackson,East Community Team South,3rd,,Kansas City Missouri 110,Assemblage,N,2019,3250,6588.74916667,Vacant lot or land - usable,,,,,"2814 Elmwood Ave
Kansas City, MO 64128
(39.07397, -94.529615)"
30-710-02-36-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-6,5108 WABASH AVE,Kansas City,MO,64130.0,Jackson,Blue Hills,5th,,KANSAS CITY MISSOURI 110,"Assemblage, Infill construction, Side Yard",N,2019,11379,5091.056875,Vacant lot or land - usable,,,,,"5108 WABASH AVE
Kansas City, MO 64130.0
(39.03341, -94.555917)"
JA28830031300000000,Residential Vacant,Acquired,Land Bank,R-2.5,3121 Chelsea Ave,Kansas City,MO,64128,Jackson,Knoches Park,3rd,,Kansas City Missouri 110,Side Yard,N,2019,2450,4371.97427083,Vacant lot or land - usable,,,,,"3121 Chelsea Ave
Kansas City, MO 64128
(39.068047, -94.527837)"
JA28130312000000000,Residential Vacant,Acquired,Land Bank,R-2.5,6214 E 17th St,Kansas City,MO,64126,Jackson,East Blue Valley,3rd,,Kansas City Missouri 110,Assemblage,N,2019,2450,4358.58451389,Vacant lot or land - usable,,,,,"6214 E 17th St
Kansas City, MO 64126
(39.090215, -94.509543)"
JA48120093300000000,Residential Vacant,Acquired,Land Bank,R-6,1131 E 83RD TER,KANSAS CITY,MO,64131,JACKSON,Marlborough Heights/Marlborough Pride,5th,,CENTER 120,,Y,2019,13400,8557.181215,Vacant lot or land - usable,,,,09/30/2016,"1131 E 83RD TER
KANSAS CITY, MO 64131
(38.975763, -94.574761)"
