Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
4444 BALES AVE,KANSAS CITY,3rd,JACKSON,,N,"4444 Bales Ave, Kansas City, MO 64130, USA",Land Bank,"4444 BALES AVE
KANSAS CITY, MO 64130
(39.044337, -94.543786)",1702.0,2015.0,Oak Park Southeast,,,JA31410091600000000,64130,,Residential Vacant,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,05/31/2018,7404.799167,MO,,R-2.5,290950060002,39.044362,-94.54410299999999,60,Oak Park Southeast,East,3
5610 Highland Ave,Kansas City,5th,Jackson,12/26/2013,N,"5610 Highland Ave, Kansas City, MO 64110, USA",Land Bank,"5610 Highland Ave
Kansas City, MO 64110
(39.024574, -94.565798)",12000.0,2012.0,Blue Hills,3.0,2.0,JA30730153000000000,64110,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,06/16/2015,4929.4731600000005,MO,894.0,R-6,290950081001,39.02460809999999,-94.56608969999999,119,Blue Hills,Metro,2
4211 Monroe Ave,Kansas City,3rd,Jackson,,N,"4211 Monroe Ave, Kansas City, MO 64130, USA",Land Bank,"4211 Monroe Ave
Kansas City, MO 64130
(39.049146, -94.541377)",18654.0,2012.0,Oak Park Southeast,,1.0,JA31340220500000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,04/10/2018,6045.385833,MO,,R-2.5,290950060002,39.0491484,-94.54114949999999,60,Oak Park Southeast,East,3
4915  CHESTNUT AVE,Kansas City,3rd,Jackson,03/27/2015,N,"4915 Chestnut Ave, Kansas City, MO 64130, USA",Land Bank,"4915  CHESTNUT AVE
Kansas City, MO 64130
(39.036659, -94.552279)",22863.0,2014.0,North Town Fork Creek,2.0,1.0,JA31430130900000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/10/2019,4846.45125,MO,906.0,R-2.5,290950077001,39.0366576,-94.5520267,118,North Town Fork Creek,Metro,2
4901 AGNES AVE,KANSAS CITY,3rd,JACKSON,,N,"4901 Agnes Ave, Kansas City, MO 64130, USA",Land Bank,"4901 AGNES AVE
KANSAS CITY, MO 64130
(39.03709, -94.549939)",7950.0,2019.0,North Town Fork Creek,,,JA31430150200000000,64130,,Residential Vacant,Awaiting evaluation,Acquired,KANSAS CITY MISSOURI 110,,4950.98114583,MO,,R-2.5,290950077001,39.0370721,-94.5497302,118,North Town Fork Creek,Metro,2
1405 Belmont Ave,KANSAS CITY,3rd,JACKSON,,N,"1405 Belmont Ave, Kansas City, MO 64126, USA",Land Bank,"1405 Belmont Ave
KANSAS CITY, MO 64126.0
(39.094592, -94.510137)",3250.0,2019.0,East Blue Valley,,,JA28130151300000000,64126,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,3246.69,MO,,R-2.5,290950021003,39.0946434,-94.5098842,34,East Blue Valley,East,3
4507 E 19TH ST,KANSAS CITY,3rd,Jackson,,N,"4507 E 19th St, Kansas City, MO 64127, USA",Land Bank,"4507 E 19TH ST
KANSAS CITY, MO 64127
(39.088617, -94.529933)",15886.0,2012.0,East Community Team North,2.0,1.0,JA28520240300000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/14/2017,5102.720799000001,MO,768.0,R-2.5,290950023002,39.0884946,-94.529912,29,East Community Team North,East,3
4512 E 22nd,KANSAS CITY,3rd,JACKSON,,N,"4512 E 22nd St, Kansas City, MO 64127, USA",Land Bank,"4512 E 22nd
KANSAS CITY, MO 64127.0
(39.085416, -94.529956)",1400.0,2019.0,East Community Team North,,,JA28520312100000000,64127,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,2487.28,MO,,R-2.5,290950023002,39.085594,-94.529906,29,East Community Team North,East,3
5345  WOODLAND AVE,Kansas City,5th,Jackson,,N,"5345 Woodland Ave, Kansas City, MO 64110, USA",Land Bank,"5345  WOODLAND AVE
Kansas City, MO 64130
(39.028863, -94.564393)",37810.0,2014.0,Blue Hills,,1.0,JA30710242700000000,64110,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/07/2016,18154.756875,MO,,R-6,290950076003,39.0289964,-94.5640344,119,Blue Hills,Metro,2
4112 Agnes,KANSAS CITY,3rd,JACKSON,,N,"4112 Agnes Ave, Kansas City, MO 64130, USA",Land Bank,"4112 Agnes
KANSAS CITY, MO 64130.0
(39.051165, -94.549208)",2200.0,2019.0,Oak Park Southwest,,,JA31330193200000000,64130,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,3888.68,MO,,R-2.5,290950061001,39.0512,-94.5495399,59,Oak Park Southwest,East,3
1832 Chelsea Ave,KANSAS CITY,3rd,JACKSON,,N,"1832 Chelsea Ave, Kansas City, MO 64127, USA",Land Bank,"1832 Chelsea Ave
KANSAS CITY, MO 64127.0
(39.088647, -94.525965)",14792.0,2016.0,East Community Team North,,1.0,JA28520151700000000,64127,,RESIDENTIAL IMPROVED,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/03/2018,9577.25,MO,,R-2.5,290950022003,39.088721,-94.52616669999999,29,East Community Team North,East,3
5120 E 34TH ST,Kansas City,3rd,Jackson,,N,"5120 E 34 St, Kansas City, MO 64128, USA",Land Bank,"5120 E 34TH ST
Kansas City, MO 64127
(39.06352, -94.522917)",16476.0,2015.0,Dunbar,,1.0,JA28840141300000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/27/2018,3844.419757,MO,,R-2.5,290950058013,39.0636576,-94.522915,66,Dunbar,East,3
2916 E 40th St,KANSAS CITY,3rd,JACKSON,,N,"2916 E 40th St, Kansas City, MO 64130, USA",Land Bank,"2916 E 40th St
KANSAS CITY, MO 64130.0
(39.05349, -94.549381)",31079.0,2019.0,Oak Park Southwest,,1.0,JA31330052500000000,64130,,RESIDENTIAL IMPROVED,Structure - severely distressed,Acquired,KANSAS CITY MISSOURI 110,,3702.22,MO,,R-2.5,290950061001,39.0537322,-94.5493461,59,Oak Park Southwest,East,3
7118 WALROND AVE,KANSAS CITY,5TH,JACKSON,,N,"7118 Walrond Ave, Kansas City, MO 64132, USA",LAND BANK,"7118 WALROND AVE
KANSAS CITY, MO 64127
(38.997, -94.549955)",20050.0,2019.0,Noble And Gregory Ridge,,1.0,46-430-03-24-00-0-00-000,64132,,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,5440.11,MO,,R-5,290950089002,38.9970147,-94.55021359999999,126,Noble And Gregory Ridge,Metro,2
2801 E 39th St,Kansas City,3rd,Jackson,,N,"2801 E 39th St, Kansas City, MO 64128, USA",Land Bank,"2801 E 39th St
Kansas City, MO 64130
(39.055359, -94.551189)",14772.0,2019.0,Oak Park Southwest,3.0,1.0,JA31330060800000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,Kansas City Missouri 110,,2975.445729,MO,1156.0,R-2.5,290950061001,39.055153,-94.551132,59,Oak Park Southwest,East,3
1548 Chelsea Ave,Kansas City,3rd,Jackson,06/27/2014,Y,"1548 Chelsea Ave, Kansas City, MO 64127, USA",Land Bank,"1548 Chelsea Ave
Kansas City, MO 64127
(39.092666, -94.525716)",15638.0,2012.0,East Community Team North,,,JA28230091700000000,64127,Side Yard,Residential Vacant,Structure - fair condition,Disposed,Kansas City Missouri 110,01/31/2018,4325.1422219999995,MO,,R-2.5,290950022003,39.0926371,-94.52595529999999,29,East Community Team North,East,3
4021  WABASH AVE,Kansas City,3rd,Jackson,05/19/2014,N,"4021 Wabash Ave, Kansas City, MO 64130, USA",Land Bank,"4021  WABASH AVE
Kansas City, MO 64130
(39.052883, -94.554833)",23021.0,2014.0,Ivanhoe Southeast,4.0,4.0,JA30140160700000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/15/2014,6321.5852079999995,MO,1650.0,R-1.5,290950169003,39.0528801,-94.55467519999999,54,Ivanhoe Southeast,Central,1
3234 Agnes Ave,Kansas City,3rd,Jackson,04/18/2014,N,"3234 Agnes Ave, Kansas City, MO 64128, USA",Land Bank,"3234 Agnes Ave
Kansas City, MO 64128
(39.066704, -94.548388)",27928.0,2012.0,Oak Park Northwest,,1.0,JA28930132700000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,10/20/2014,5084.804201,MO,,R-2.5,290950056011,39.0666887,-94.5486827,58,Oak Park Northwest,East,3
5714 Wabash Ave,Kansas City,5th,Jackson,,N,"5714 Wabash Ave, Kansas City, MO 64130, USA",Land Bank,"5714 Wabash Ave
Kansas City, MO 64130
(39.022276, -94.556616)",3142.0,2012.0,Blue Hills,,,JA30740182700000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,08/31/2017,4803.049688,MO,,R-6,290950080002,39.022367,-94.5568617,119,Blue Hills,Metro,2
3035 Highland Ave,Kansas City,3rd,Jackson,08/27/2014,N,"3035 Highland Ave, Kansas City, MO 64109, USA",Land Bank,"3035 Highland Ave
Kansas City, MO 64109
(39.070865, -94.563197)",26376.0,2012.0,Mount Hope,,1.0,JA29720311400000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,02/11/2016,4594.476597,MO,1346.0,R-1.5,290950162002,39.0708455,-94.562906,51,Mount Hope,Central,1
3342 WAYNE AVE,Kansas City,3rd,Jackson,,N,"3342 Wayne Ave, Kansas City, MO 64109, USA",Land Bank,"3342 WAYNE AVE
Kansas City, MO 64128
(39.064887, -94.564667)",57856.0,2015.0,Linwood Homeowners-Ivanhoe,,,JA29730175700000000,64109,Affordable Housing,Residential Improved,Structure - good condition,Disposed,KANSAS CITY MISSOURI 110,05/24/2018,3849.037257,MO,,R-2.5,290950052001,39.0648807,-94.5648404,52,Linwood Homeowners-Ivanhoe,Central,1
4104  MONROE AVE,Kansas City,3rd,Jackson,,N,"4104 Monroe Ave, Kansas City, MO 64130, USA",Land Bank,"4104  MONROE AVE
Kansas City, MO 64130
(39.051165, -94.541293)",15015.0,2014.0,Oak Park Southeast,,,JA31340213500000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/27/2015,6120.638854,MO,,R-2.5,290950060002,39.0511657,-94.541512,60,Oak Park Southeast,East,3
6938 SOUTH BENTON AVE,KANSAS CITY,5th,Jackson,03/18/2014,N,"6938 S Benton Ave, Kansas City, MO 64132, USA",Land Bank,"6938 SOUTH BENTON AVE
KANSAS CITY, MO 64132
(38.999943, -94.553307)",21540.0,2012.0,Self Help Neighborhood Council,2.0,1.0,JA46420221800000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/25/2016,5600.522951,MO,766.0,R-5,290950088003,38.9999634,-94.55358849999999,124,Self Help Neighborhood Council,Metro,2
4332  FLORA AVE,Kansas City,3rd,Jackson,04/07/2015,N,"4332 Flora Ave, Kansas City, MO 64110, USA",Land Bank,"4332  FLORA AVE
Kansas City, MO 64110
(39.047458, -94.566832)",20260.0,2014.0,Ivanhoe Southwest,2.0,2.0,JA30620041500000000,64110,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/12/2019,4205.529200999999,MO,890.0,R-2.5,290950063002,39.0474091,-94.5670166,53,Ivanhoe Southwest,Central,1
2924 ASKEW AVE,Kansas City,3rd,Jackson,,N,"2924 Askew Ave, Kansas City, MO 64128, USA",Land Bank,"2924 ASKEW AVE
Kansas City, MO 64128
(39.07218, -94.541233)",29433.0,2015.0,Ingleside,,1.0,JA28910192200000000,64128,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,05/30/2018,5418.569236,MO,,R-2.5,290950165002,39.0721753,-94.5415422,63,Ingleside,East,3
5915  LEXINGTON AVE,Kansas City,4th,Jackson,09/23/2014,N,"5915 Lexington Ave, Kansas City, MO 64123, USA",Land Bank,"5915  LEXINGTON AVE
Kansas City, MO 64123
(39.109104, -94.512149)",25427.0,2014.0,South Indian Mound,2.0,1.0,JA13730130300000000,64123,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/16/2017,4417.6665969999995,MO,1067.0,R-2.5,290950155002,39.1089148,-94.51221029999999,20,South Indian Mound,East,3
3415 Flora Ave,Kansas City,3rd,Jackson,,N,"3415 Flora Ave, Kansas City, MO 64109, USA",Land Bank,"3415 Flora Ave
Kansas City, MO 64109
(39.064292, -94.565802)",2698.0,2012.0,Linwood Homeowners-Ivanhoe,,1.0,JA29730172500000000,64109,"Affordable Housing, Assemblage",Residential Improved,Structure - severely distressed,Disposed,Kansas City Missouri 110,10/16/2015,4340.050451,MO,,R-2.5,290950052001,39.06427470000001,-94.5655355,52,Linwood Homeowners-Ivanhoe,Central,1
5442 E 27TH TER,Kansas City,3rd,Jackson,03/26/2015,N,"5442 E 27th Terrace, Kansas City, MO 64128, USA",Land Bank,"5442 E 27TH TER
Kansas City, MO 64128
(39.075265, -94.518282)",17169.0,2014.0,South Blue Valley,2.0,1.0,JA28810021800000000,64128,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,06/29/2017,4464.96309,MO,972.0,R-2.5,290950164002,39.0754228,-94.5182743,31,South Blue Valley,East,3
2804 E 11TH ST,Kansas City,3rd,Jackson,,Y,"2804 E 11th St, Kansas City, MO 64127, USA",Land Bank,"2804 E 11TH ST
Kansas City, MO 64127
(39.100579, -94.548931)",28367.0,2015.0,Independence Plaza,,,JA28320233300000000,64127,,Residential Vacant,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,01/06/2017,8880.942292,MO,,R-1.5,290950018003,39.100846,-94.548946,16,Independence Plaza,East,3
3004 HIGHLAND AVE,KANSAS CITY,3rd,Jackson,,N,"3004 Highland Ave, Kansas City, MO 64109, USA",Land Bank,"3004 HIGHLAND AVE
KANSAS CITY, MO 64109
(39.071733, -94.563159)",12582.0,2012.0,Mount Hope,3.0,1.0,JA29720303000000000,64109,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,02/11/2016,3208.525625,MO,1157.0,R-1.5,290950162002,39.0717291,-94.5634198,51,Mount Hope,Central,1
1205 E Gregory,Kansas City,5th,Jackson,08/23/2014,N,"1205 E Gregory Blvd, Kansas City, MO 64131, USA",KCMHA,"1205 E Gregory
Kansas City, MO 64131
(38.998714, -94.57385)",,,Marlborough East,,1.0,47-630-07-03-00-0-00-000,64131,Affordable Housing,Residential Improved,Structure - good condition,Disposed,,01/05/2015,,MO,,,290950090003,38.9984922,-94.5738279,128,East Meyer 6,Metro,2
2100 E 59th St,Kansas City,5th,Jackson,,N,"2100 E 59th St, Kansas City, MO 64130, USA",Land Bank,"2100 E 59th St
Kansas City, MO 64130
(39.019499, -94.561345)",15048.0,2012.0,Blue Hills,2.0,1.0,JA30740281600000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,05/29/2018,3400.120382,MO,600.0,R-6,290950080001,39.0196757,-94.56125379999999,119,Blue Hills,Metro,2
5708  MERSINGTON AVE,Kansas City,5th,Jackson,03/27/2015,N,"5708 Mersington Ave, Kansas City, MO 64130, USA",Land Bank,"5708  MERSINGTON AVE
Kansas City, MO 64130
(39.022007, -94.540429)",31336.0,2014.0,Swope Parkway-Elmwood,2.0,1.0,JA31940111800000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/05/2016,5738.023542,MO,988.0,R-2.5,290950079001,39.0220218,-94.5406661,116,Swope Parkway-Elmwood,Metro,2
2511 Brighton Ave,KANSAS CITY,3rd,JACKSON,,N,"2511 Brighton Ave, Kansas City, MO 64127, USA",Land Bank,"2511 Brighton Ave
KANSAS CITY, MO 64127.0
(39.079387, -94.524721)",4250.0,2019.0,East Community Team South,,,JA28540091900000000,64127,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,9250.37,MO,,R-2.5,290950034002,39.079325,-94.524391,30,East Community Team South,East,3
3415 Cypress Ave,KANSAS CITY,3rd,JACKSON,,N,"3415 Cypress Ave, Kansas City, MO 64128, USA",Land Bank,"3415 Cypress Ave
KANSAS CITY, MO 64128.0
(39.063203, -94.531258)",3100.0,2019.0,Knoches Park,,,JA28830260600000000,64128,,RESIDENTIAL VACANT,Awaiting evaluation,Acquired,KANSAS CITY MISSOURI 110,,5557.53,MO,,R-5,290950058012,39.0631879,-94.530945,64,Knoches Park,East,3
6716 ASKEW AVE,KANSAS CITY,5th,JACKSON,,N,"6716 Askew Ave, Kansas City, MO 64132, USA",Land Bank,"6716 ASKEW AVE
KANSAS CITY, MO 64132
(39.004074, -94.544958)",10050.0,2019.0,Self Help Neighborhood Council,,,JA46410052500000000,64132,,Residential Vacant,Awaiting evaluation,Acquired,KANSAS CITY MISSOURI 110,,7046.96534722,MO,,R-5,290950088005,39.004085,-94.545287,124,Self Help Neighborhood Council,Metro,2
3345 Chestnut Ave,KANSAS CITY,3rd,JACKSON,,N,"3345 Chestnut Ave, Kansas City, MO 64128, USA",Land Bank,"3345 Chestnut Ave
KANSAS CITY, MO 64128
(39.064628, -94.550801)",30329.0,2019.0,Oak Park Northwest,4.0,1.0,JA28930192000000000,64128,,Residential Improved,Structure - severely distressed,Acquired,KANSAS CITY MISSOURI 110,,4621.3,MO,,R-2.5,290950056011,39.0646247,-94.5505762,58,Oak Park Northwest,East,3
5019  EUCLID AVE,Kansas City,3rd,Jackson,,N,"5019 Euclid Ave, Kansas City, MO 64130, USA",Land Bank,"5019  EUCLID AVE
Kansas City, MO 64130
(39.035247, -94.56167)",22229.0,2014.0,Blue Hills,2.0,1.0,JA30640290500000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,11/19/2014,7059.051944,MO,1168.0,R-6,290950076001,39.035217,-94.5613546,119,Blue Hills,Metro,2
6233 E 16th St,KANSAS CITY,3rd,JACKSON,,N,"6233 E 16th St, Kansas City, MO 64126, USA",Land Bank,"6233 E 16th St
KANSAS CITY, MO 64126
(39.092005, -94.508684)",17123.0,2019.0,East Blue Valley,2.0,1.0,JA28130260400000000,64126,,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,4329.83,MO,816.0,R-2.5,290950021003,39.0918328,-94.50869209999999,34,East Blue Valley,East,3
2309 E 49th St,KANSAS CITY,3rd,JACKSON,,N,"2309 E 49th St, Kansas City, MO 64130, USA",Land Bank,"2309 E 49th St
KANSAS CITY, MO 64130.0
(39.037489, -94.557462)",2133.0,2016.0,Blue Hills,,,JA30640210400000000,64130,,RESIDENTIAL VACANT,Awaiting evaluation,Not owned,KANSAS CITY MISSOURI 110,,4838.97,MO,,R-6,290950076001,39.037241,-94.557479,119,Blue Hills,Metro,2
2517  MERSINGTON AVE,Kansas City,3rd,Jackson,10/01/2014,N,"2517 Mersington Ave, Kansas City, MO 64127, USA",Land Bank,"2517  MERSINGTON AVE
Kansas City, MO 64127
(39.079574, -94.537214)",9346.0,2014.0,East Community Team South,,1.0,JA28440250700000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/10/2018,3976.911389,MO,,R-2.5,290950165001,39.0795817,-94.5369704,30,East Community Team South,East,3
3523 E 58th Ter,KANSAS CITY,5th,Jackson,,N,"3523 E 58th Terrace, Kansas City, MO 64130, USA",Land Bank,"3523 E 58th Ter
KANSAS CITY, MO 64130
(39.019922, -94.544299)",23854.0,2019.0,North Town Fork Creek,3.0,1.0,JA31940160800000000,64130,Affordable Housing,Residential Improved,Structure - severely distressed,Acquired,,,8123.0,MO,1336.0,R-2.5,290950079002,39.0197642,-94.54437209999999,118,North Town Fork Creek,Metro,2
4330  HIGHLAND AVE,Kansas City,3rd,Jackson,04/08/2015,N,"4330 Highland Ave, Kansas City, MO 64110, USA",Land Bank,"4330  HIGHLAND AVE
Kansas City, MO 64110
(39.047417, -94.564472)",24163.0,2014.0,Ivanhoe Southwest,3.0,1.0,JA30620022600000000,64110,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/05/2018,4749.907778,MO,1546.0,R-2.5,290950063002,39.0474566,-94.56475979999999,53,Ivanhoe Southwest,Central,1
5709 Bales Ave,Kansas City,5th,Jackson,01/20/2014,N,"5709 Bales Ave, Kansas City, MO 64130, USA",Land Bank,"5709 Bales Ave
Kansas City, MO 64130
(39.021873, -94.545194)",29528.0,2012.0,North Town Fork Creek,2.0,1.0,JA31940140400000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,09/09/2016,6237.874549,MO,,R-2.5,290950079002,39.0218559,-94.54493610000002,118,North Town Fork Creek,Metro,2
5613 PROSPECT AVE,KANSAS CITY,5th,JACKSON,,N,"5613 Prospect Ave, Kansas City, MO 64130, USA",Land Bank,"5613 PROSPECT AVE
KANSAS CITY, MO 64130
(39.024222, -94.555315)",2484.0,2015.0,North Town Fork Creek,,1.0,JA31930100300000000,64130,Affordable Housing,Residential Vacant,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,12/05/2018,4572.543438000001,MO,,B3-2,290950079003,39.0241463,-94.55500819999999,118,North Town Fork Creek,Metro,2
4014 E 67th Ter,Kansas City,5th,Jackson,09/30/2014,N,"4014 E 67th Terrace, Kansas City, MO 64132, USA",Land Bank,"4014 E 67th Ter
Kansas City, MO 64132
(39.003614, -94.539905)",34356.0,2012.0,Foxtown East,3.0,2.0,JA46410011100000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,11/17/2014,6200.7975,MO,1476.0,R-5,290950088004,39.0038398,-94.5399008,125,Foxtown East,Metro,2
5401  NORTON AVE,Kansas City,5th,Jackson,,N,"5401 Norton Ave, Kansas City, MO 64130, USA",Land Bank,"5401  NORTON AVE
Kansas City, MO 64130
(39.027675, -94.537764)",35384.0,2014.0,Swope Parkway-Elmwood,,,JA31910180200000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/24/2016,8157.58941,MO,,R-2.5,290950078022,39.0276307,-94.5375242,116,Swope Parkway-Elmwood,Metro,2
3215 MYRTLE AVE,KANSAS CITY,3rd,Jackson,07/25/2014,N,"3215 Myrtle Ave, Kansas City, MO 64128, USA",Land Bank,"3215 MYRTLE AVE
KANSAS CITY, MO 64128
(39.066624, -94.537018)",20562.0,2012.0,Palestine East,2.0,1.0,JA28940101200000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/11/2016,11361.586736,MO,1087.0,R-5,290950057001,39.0665852,-94.5367187,62,Palestine East,East,3
6241 E 9th St,KANSAS CITY,4th,JACKSON,,N,"6241 E 9th St, Kansas City, MO 64125, USA",Land Bank,"6241 E 9th St
KANSAS CITY, MO 64126.0
(39.101137, -94.508633)",10000.0,2019.0,Sheffield,,,JA28120253100000000,64125,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,10742.42,MO,,R-2.5,290950020002,39.100866,-94.508302,21,Sheffield,East,3
3515 JACKSON AVE,KANSAS CITY,3rd,JACKSON,,N,"3515 Jackson Ave, Kansas City, MO 64128, USA",Land Bank,"3515 JACKSON AVE
KANSAS CITY, MO 64128
(39.061407, -94.534831)",19764.0,2015.0,Knoches Park,,1.0,JA31220080500000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/01/2017,16605.009444,MO,,R-2.5,290950058011,39.0614282,-94.53458390000002,64,Knoches Park,East,3
